Region,County,Gender,Age,Grade,Disability,Residence,SchoolType
Nairobi,Busia,Male,10,Two,Physical,Urban,Integrated
North Eastern,Nyamira,Female,6,Two,Physical,Urban,Regular
Nyanza,Turkana,Male,10,One,Hearing,Urban,Integrated
Central,Migori,Male,9,Two,Physical,Urban,Integrated
Coast,Samburu,Male,10,Two,Visual,Rural,Regular
Coast,Tana River,Male,6,One,Visual,Urban,Regular
Eastern,Marsabit,Male,9,Two,Hearing,Urban,Special
Rift Valley,Nakuru,Male,9,One,Hearing,Urban,Integrated
Eastern,Busia,Female,5,Pre-School,Visual,Urban,Regular
Nyanza,Kericho,Male,8,One,Hearing,Urban,Integrated
Coast,Lamu,Female,9,One,Visual,Urban,Regular
North Eastern,Uasin Gishu,Female,9,Three,Visual,Urban,Regular
Central,Makueni,Male,10,One,Physical,Rural,Regular
Nairobi,Siaya,Female,5,Pre-School,Physical,Rural,Regular
Rift Valley,Garissa,Female,8,One,Hearing,Rural,Integrated
North Eastern,Homa Bay,Male,7,One,Physical,Urban,Regular
North Eastern,Vihiga,Female,7,Three,Visual,Urban,Integrated
Coast,Bungoma,Female,6,One,Hearing,Rural,Regular
Western,Elgeyo Marakwet,Female,9,One,Physical,Rural,Integrated
Central,Machakos,Male,8,One,Visual,Rural,Regular
Central,Nyeri,Male,10,Three,Autism,Urban,Integrated
Coast,Kiambu,Male,10,Two,Visual,Urban,Regular
Nairobi,Meru,Female,7,One,Physical,Urban,Regular
Coast,Migori,Female,9,Three,Hearing,Urban,Integrated
Rift Valley,Nandi,Male,8,Three,Physical,Urban,Regular
Nairobi,Mandera,Male,8,Two,Physical,Urban,Regular
Central,Tana River,Male,6,Three,Hearing,Urban,Integrated
Nairobi,Embu,Male,10,One,Visual,Rural,Regular
Eastern,Embu,Male,9,Two,Physical,Urban,Regular
Coast,Kajiado,Female,9,Two,Hearing,Urban,Integrated
Nairobi,Nyandarua,Male,5,Pre-School,Physical,Urban,Regular
Rift Valley,Makueni,Male,7,Three,Physical,Rural,Special
Western,Kitui,Male,9,Three,Physical,Urban,Regular
Nyanza,Bungoma,Male,9,One,Hearing,Urban,Regular
Rift Valley,Machakos,Female,8,One,Visual,Urban,Special
Central,Elgeyo Marakwet,Male,10,One,Physical,Urban,Regular
Nairobi,Kakamega,Male,5,Pre-School,Hearing,Urban,Regular
Nairobi,Marsabit,Male,6,Three,Physical,Urban,Regular
Rift Valley,Kilifi,Female,6,One,Physical,Rural,Regular
Central,Nyeri,Male,6,Three,Visual,Urban,Regular
Nyanza,Trans Nzoia,Female,5,Pre-School,Physical,Urban,Regular
North Eastern,Homa Bay,Male,8,Three,Hearing,Urban,Integrated
North Eastern,Kirinyaga,Male,7,Two,Hearing,Rural,Regular
Coast,Homa Bay,Female,6,Three,Hearing,Urban,Regular
Nairobi,Kericho,Female,9,One,Visual,Urban,Regular
North Eastern,Narok,Male,8,One,Physical,Rural,Special
Nairobi,Nakuru,Male,7,Three,Hearing,Urban,Integrated
North Eastern,Nairobi,Female,7,Three,Hearing,Urban,Regular
Nairobi,Bungoma,Male,6,Three,Physical,Urban,Special
Western,Nakuru,Male,9,Two,Hearing,Rural,Regular
Rift Valley,Kajiado,Male,10,Two,Hearing,Urban,Integrated
Nyanza,Homa Bay,Male,8,One,Visual,Urban,Integrated
Coast,Kiambu,Male,10,Three,Physical,Urban,Special
Eastern,Baringo,Female,5,Pre-School,Hearing,Urban,Integrated
Western,Machakos,Female,8,Three,Autism,Urban,Integrated
Western,Kisii,Female,7,One,Physical,Urban,Integrated
North Eastern,Busia,Male,7,One,Visual,Urban,Integrated
Rift Valley,Nyandarua,Male,8,Three,Physical,Urban,Integrated
Nyanza,Kwale,Female,8,Three,Hearing,Urban,Integrated
Coast,Siaya,Male,9,One,Visual,Urban,Regular
Western,Kericho,Female,8,One,Visual,Rural,Integrated
Nairobi,Mandera,Male,7,Two,Physical,Urban,Regular
Nyanza,Elgeyo Marakwet,Female,9,One,Physical,Rural,Integrated
Eastern,Garissa,Male,7,One,Hearing,Urban,Integrated
Coast,Wajir,Female,6,Three,Hearing,Urban,Regular
Western,Trans Nzoia,Female,9,Two,Visual,Rural,Integrated
Central,Turkana,Female,8,Three,Hearing,Rural,Regular
North Eastern,Bomet,Female,10,Two,Physical,Urban,Regular
Western,Kisii,Male,10,One,Physical,Rural,Integrated
Nairobi,Kajiado,Female,10,One,Physical,Rural,Integrated
Rift Valley,Kiambu,Male,9,One,Hearing,Rural,Regular
Coast,Busia,Male,6,One,Hearing,Urban,Integrated
Western,Trans Nzoia,Male,5,Pre-School,Hearing,Urban,Regular
North Eastern,Isiolo,Female,5,Pre-School,Autism,Urban,Integrated
Western,Bomet,Male,5,Pre-School,Physical,Rural,Integrated
Nairobi,Siaya,Female,5,Pre-School,Visual,Urban,Regular
Coast,Tana River,Male,9,One,Physical,Urban,Integrated
Rift Valley,Wajir,Female,7,Three,Visual,Urban,Integrated
North Eastern,Vihiga,Female,5,Pre-School,Physical,Urban,Regular
Nyanza,Murang'a,Male,10,Two,Physical,Urban,Regular
Rift Valley,West Pokot,Male,8,One,Visual,Rural,Integrated
North Eastern,Nyandarua,Male,8,Three,Visual,Urban,Integrated
Western,Samburu,Male,8,Three,Visual,Urban,Special
Eastern,Tana River,Female,6,Three,Hearing,Urban,Integrated
Nyanza,Baringo,Male,9,Three,Hearing,Urban,Regular
Rift Valley,Wajir,Male,10,Three,Physical,Urban,Integrated
Nyanza,Garissa,Male,8,One,Visual,Urban,Integrated
Nyanza,Trans Nzoia,Female,5,Pre-School,Visual,Urban,Regular
Western,Makueni,Male,10,Three,Hearing,Rural,Integrated
Coast,Vihiga,Male,7,One,Physical,Urban,Integrated
Central,Mandera,Male,6,Two,Physical,Rural,Regular
Western,Kajiado,Female,9,Three,Hearing,Urban,Integrated
Central,Wajir,Male,6,Three,Visual,Urban,Integrated
Western,Nyamira,Female,9,Three,Autism,Urban,Regular
Eastern,Marsabit,Male,7,One,Physical,Urban,Regular
Coast,Kirinyaga,Male,8,One,Physical,Urban,Special
North Eastern,Baringo,Male,5,Pre-School,Physical,Urban,Integrated
Coast,Nyandarua,Female,7,Two,Visual,Urban,Regular
Nairobi,Lamu,Female,7,Two,Visual,Rural,Regular
North Eastern,Nyamira,Female,10,One,Visual,Urban,Regular
Western,Bungoma,Male,7,Two,Hearing,Urban,Integrated
Western,Embu,Female,7,One,Hearing,Urban,Integrated
Eastern,Laikipia,Female,10,One,Visual,Rural,Integrated
Nyanza,Kilifi,Male,5,Pre-School,Visual,Urban,Regular
North Eastern,Isiolo,Male,8,Two,Autism,Urban,Integrated
Nyanza,Tana River,Female,5,Pre-School,Hearing,Urban,Regular
Rift Valley,Murang'a,Male,7,One,Visual,Urban,Regular
Coast,Marsabit,Female,5,Pre-School,Hearing,Urban,Integrated
Nairobi,Laikipia,Female,7,Three,Hearing,Urban,Integrated
North Eastern,Migori,Female,5,Pre-School,Visual,Rural,Integrated
Rift Valley,Narok,Female,8,Two,Physical,Rural,Integrated
Eastern,Trans Nzoia,Female,8,One,Visual,Rural,Integrated
Coast,Wajir,Female,6,One,Physical,Urban,Regular
North Eastern,Marsabit,Female,9,Two,Hearing,Urban,Regular
Central,Nairobi,Male,10,Two,Hearing,Rural,Special
Rift Valley,Nakuru,Female,9,Three,Autism,Urban,Integrated
Coast,Marsabit,Female,6,One,Hearing,Urban,Integrated
Western,Kilifi,Female,8,Three,Visual,Urban,Regular
Central,Makueni,Female,6,Two,Visual,Rural,Special
Eastern,Embu,Female,9,Three,Physical,Urban,Integrated
North Eastern,Nyeri,Male,9,Two,Physical,Rural,Regular
Rift Valley,Kwale,Female,9,Two,Visual,Urban,Regular
Central,Turkana,Male,10,Two,Visual,Urban,Integrated
Central,Kakamega,Male,8,One,Physical,Urban,Regular
Rift Valley,Makueni,Female,6,Three,Physical,Rural,Integrated
Western,Nakuru,Female,8,Two,Hearing,Urban,Regular
North Eastern,Kilifi,Male,7,One,Physical,Urban,Regular
Nyanza,Nyamira,Female,10,One,Physical,Urban,Integrated
Eastern,West Pokot,Female,10,Two,Hearing,Rural,Regular
Nairobi,Machakos,Female,10,One,Autism,Urban,Integrated
Nyanza,Wajir,Male,7,Three,Autism,Urban,Integrated
Eastern,Kwale,Female,9,Three,Physical,Rural,Regular
Coast,Kisumu,Female,8,One,Physical,Rural,Integrated
Eastern,Embu,Male,6,Three,Hearing,Rural,Regular
Rift Valley,Garissa,Female,10,Three,Physical,Urban,Regular
Rift Valley,Wajir,Male,7,Three,Hearing,Urban,Special
Nairobi,Trans Nzoia,Female,10,Three,Visual,Urban,Integrated
Nairobi,Kirinyaga,Female,9,One,Visual,Urban,Regular
Rift Valley,Taita Taveta,Female,7,Three,Visual,Rural,Special
Rift Valley,Mombasa,Male,8,One,Visual,Rural,Integrated
Eastern,Embu,Female,9,Three,Hearing,Urban,Integrated
Central,Bungoma,Female,7,Two,Physical,Urban,Special
Central,Kisii,Female,8,Two,Hearing,Rural,Integrated
Western,Wajir,Female,5,Pre-School,Hearing,Urban,Regular
Western,Samburu,Male,6,One,Hearing,Urban,Regular
Western,Kilifi,Male,8,Two,Physical,Rural,Integrated
Western,Machakos,Female,8,One,Physical,Urban,Special
Eastern,Kakamega,Female,10,Two,Physical,Urban,Regular
Rift Valley,Mombasa,Female,6,Two,Physical,Urban,Integrated
North Eastern,Nandi,Female,10,One,Hearing,Urban,Regular
Coast,Nairobi,Female,10,Two,Hearing,Urban,Regular
Rift Valley,West Pokot,Female,10,Two,Visual,Urban,Regular
Rift Valley,Siaya,Female,9,One,Physical,Urban,Integrated
Rift Valley,Laikipia,Female,7,Two,Physical,Urban,Regular
Nairobi,Meru,Male,6,Two,Visual,Rural,Integrated
Coast,Narok,Male,10,One,Visual,Urban,Special
North Eastern,Embu,Male,6,One,Hearing,Urban,Integrated
Western,Nandi,Female,6,One,Physical,Urban,Regular
North Eastern,Kilifi,Male,5,Pre-School,Hearing,Urban,Regular
Coast,Nyamira,Female,7,Three,Autism,Rural,Regular
Central,Bomet,Male,10,Three,Visual,Urban,Integrated
Central,Makueni,Male,5,Pre-School,Visual,Urban,Integrated
Nyanza,Siaya,Male,10,One,Hearing,Urban,Regular
Coast,Makueni,Male,7,One,Visual,Urban,Regular
Nyanza,Kirinyaga,Female,10,One,Physical,Urban,Regular
Eastern,Kilifi,Male,9,Two,Hearing,Urban,Integrated
Coast,Bomet,Male,10,One,Autism,Rural,Regular
Eastern,Lamu,Female,6,Three,Visual,Rural,Regular
North Eastern,Narok,Male,5,Pre-School,Physical,Urban,Integrated
Eastern,Vihiga,Male,5,Pre-School,Visual,Rural,Integrated
Rift Valley,Bungoma,Female,6,Three,Physical,Urban,Integrated
Nairobi,Busia,Male,7,One,Visual,Rural,Regular
Rift Valley,Kwale,Female,6,Three,Physical,Rural,Integrated
Central,Nakuru,Female,5,Pre-School,Hearing,Rural,Integrated
Coast,Homa Bay,Male,10,One,Physical,Urban,Regular
North Eastern,Elgeyo Marakwet,Female,5,Pre-School,Physical,Urban,Regular
Eastern,Murang'a,Female,6,Three,Visual,Urban,Regular
Eastern,Garissa,Female,7,Three,Visual,Urban,Regular
Eastern,Tana River,Female,9,One,Physical,Urban,Integrated
North Eastern,Samburu,Male,7,Three,Visual,Rural,Integrated
Central,Kisumu,Female,7,One,Physical,Rural,Integrated
Eastern,Embu,Male,7,Two,Visual,Urban,Integrated
Central,Murang'a,Female,8,One,Visual,Rural,Regular
Eastern,Mombasa,Female,8,Two,Hearing,Rural,Regular
Nyanza,Nairobi,Male,10,One,Visual,Urban,Regular
Nyanza,Mombasa,Male,9,Three,Visual,Urban,Integrated
Coast,Tharaka Nithi,Male,5,Pre-School,Physical,Urban,Integrated
Coast,Kakamega,Male,7,Two,Visual,Urban,Integrated
Eastern,Siaya,Male,5,Pre-School,Visual,Urban,Regular
North Eastern,Bungoma,Female,10,Three,Visual,Urban,Special
Rift Valley,Narok,Female,8,Three,Visual,Urban,Special
North Eastern,Embu,Male,7,Two,Hearing,Urban,Regular
Eastern,Siaya,Female,7,Three,Hearing,Rural,Regular
North Eastern,Nyamira,Male,10,Two,Autism,Urban,Integrated
Central,Kiambu,Male,8,Three,Visual,Urban,Regular
Rift Valley,Samburu,Female,8,One,Physical,Urban,Integrated
Eastern,Mombasa,Female,6,One,Physical,Urban,Regular
Nairobi,Nyamira,Male,10,One,Physical,Urban,Integrated
Western,Bomet,Male,6,Three,Hearing,Urban,Regular
North Eastern,Meru,Male,7,One,Physical,Rural,Regular
Central,Isiolo,Male,8,Two,Visual,Urban,Regular
Western,Taita Taveta,Female,6,One,Physical,Urban,Special
Coast,West Pokot,Male,7,Two,Hearing,Urban,Regular
Eastern,Bungoma,Female,7,One,Physical,Urban,Regular
Nairobi,Uasin Gishu,Female,9,Three,Visual,Urban,Special
Western,Kiambu,Female,9,Three,Physical,Urban,Regular
Coast,Vihiga,Male,8,One,Visual,Urban,Integrated
Eastern,Kajiado,Male,6,One,Hearing,Urban,Special
Central,Kajiado,Male,5,Pre-School,Visual,Rural,Regular
Nairobi,Embu,Female,9,Two,Hearing,Urban,Integrated
Central,Kitui,Male,10,One,Visual,Urban,Integrated
Nyanza,Mombasa,Male,10,Three,Physical,Urban,Integrated
Eastern,Nyandarua,Female,6,Three,Hearing,Urban,Regular
Coast,Vihiga,Male,5,Pre-School,Visual,Rural,Integrated
Central,Nairobi,Male,9,Three,Visual,Urban,Regular
Central,Kisumu,Male,7,Two,Physical,Rural,Integrated
Rift Valley,Kitui,Female,6,Two,Visual,Rural,Integrated
Nairobi,Tharaka Nithi,Male,5,Pre-School,Hearing,Urban,Integrated
Rift Valley,Kakamega,Female,8,Three,Physical,Rural,Integrated
Nairobi,Kisumu,Male,10,One,Autism,Urban,Special
Central,West Pokot,Female,8,One,Visual,Urban,Integrated
Nairobi,Busia,Male,6,One,Visual,Urban,Regular
Nairobi,Lamu,Female,10,Two,Autism,Rural,Integrated
Nairobi,Kitui,Female,5,Pre-School,Visual,Urban,Special
Eastern,Meru,Male,8,One,Hearing,Urban,Special
Central,Wajir,Female,5,Pre-School,Visual,Urban,Special
Eastern,Kakamega,Female,10,One,Physical,Urban,Integrated
Eastern,Garissa,Male,7,Two,Visual,Urban,Regular
Western,Kajiado,Male,10,One,Hearing,Rural,Integrated
Eastern,Makueni,Female,10,Three,Physical,Urban,Integrated
Nairobi,Busia,Male,9,Two,Hearing,Urban,Regular
Coast,Kiambu,Male,5,Pre-School,Physical,Urban,Integrated
Nairobi,Migori,Female,7,Two,Hearing,Rural,Regular
Coast,Nyamira,Female,6,Two,Visual,Urban,Integrated
North Eastern,Kiambu,Male,6,Two,Hearing,Urban,Regular
North Eastern,Embu,Female,5,Pre-School,Hearing,Urban,Integrated
Rift Valley,Nakuru,Female,10,Three,Visual,Rural,Integrated
Western,Nakuru,Female,10,Three,Hearing,Urban,Integrated
Coast,Bungoma,Female,6,One,Autism,Urban,Integrated
Central,Homa Bay,Male,9,Two,Physical,Urban,Regular
Central,Kakamega,Male,8,Two,Physical,Urban,Special
Western,Machakos,Male,7,One,Visual,Urban,Regular
Eastern,Nyandarua,Female,6,Three,Physical,Rural,Integrated
North Eastern,Homa Bay,Male,9,Two,Physical,Urban,Integrated
Eastern,Tharaka Nithi,Female,9,Two,Visual,Rural,Regular
Nyanza,Kajiado,Female,9,One,Physical,Rural,Special
Central,Wajir,Male,7,Three,Hearing,Urban,Regular
Nairobi,Meru,Female,7,Three,Visual,Urban,Integrated
Nairobi,Kiambu,Male,8,Three,Physical,Urban,Regular
Nairobi,Migori,Female,7,One,Physical,Urban,Regular
Eastern,Elgeyo Marakwet,Male,8,Two,Visual,Urban,Regular
Western,Mandera,Female,10,Two,Hearing,Rural,Regular
Eastern,Isiolo,Female,10,Two,Physical,Urban,Regular
Nairobi,Marsabit,Male,10,Two,Physical,Urban,Integrated
Nyanza,Nyeri,Male,8,Two,Visual,Urban,Regular
Nyanza,Tana River,Male,10,One,Visual,Urban,Regular
Nairobi,Siaya,Female,10,One,Hearing,Urban,Integrated
North Eastern,Lamu,Female,6,Three,Hearing,Urban,Special
Central,Murang'a,Male,9,Three,Hearing,Rural,Integrated
Nairobi,Kisii,Male,5,Pre-School,Hearing,Rural,Regular
Eastern,Lamu,Female,9,Three,Visual,Urban,Regular
Nyanza,Nairobi,Male,5,Pre-School,Hearing,Rural,Integrated
Rift Valley,Narok,Male,5,Pre-School,Visual,Urban,Regular
Rift Valley,Samburu,Female,5,Pre-School,Physical,Urban,Integrated
Rift Valley,Vihiga,Female,5,Pre-School,Physical,Urban,Special
Rift Valley,Trans Nzoia,Male,8,Two,Hearing,Urban,Regular
Central,Nakuru,Female,6,One,Visual,Urban,Regular
Western,Uasin Gishu,Male,5,Pre-School,Visual,Urban,Special
North Eastern,Kericho,Female,6,One,Visual,Urban,Special
Eastern,Mombasa,Female,10,Two,Hearing,Urban,Regular
Coast,Makueni,Female,9,Three,Autism,Urban,Regular
Western,Narok,Male,7,Two,Visual,Urban,Regular
Eastern,Kericho,Male,9,One,Hearing,Urban,Integrated
Eastern,Nakuru,Male,7,Two,Visual,Urban,Regular
Nyanza,Nakuru,Male,5,Pre-School,Visual,Rural,Integrated
Rift Valley,Trans Nzoia,Male,10,Three,Physical,Rural,Regular
Rift Valley,Nakuru,Male,7,Two,Visual,Urban,Regular
Rift Valley,Marsabit,Female,9,Two,Autism,Urban,Regular
Nyanza,Samburu,Female,10,Three,Autism,Urban,Integrated
Coast,Murang'a,Male,6,Two,Physical,Rural,Regular
Eastern,Machakos,Male,5,Pre-School,Physical,Urban,Integrated
Nairobi,Mombasa,Male,8,One,Physical,Urban,Integrated
Eastern,Kajiado,Female,9,One,Hearing,Rural,Regular
Central,Turkana,Male,7,Two,Visual,Urban,Regular
Rift Valley,Trans Nzoia,Female,9,Two,Hearing,Urban,Integrated
Rift Valley,Elgeyo Marakwet,Female,6,Three,Hearing,Urban,Integrated
North Eastern,Kisumu,Female,6,Two,Visual,Urban,Regular
Western,Nyeri,Female,6,One,Hearing,Rural,Regular
Nyanza,Makueni,Female,6,Two,Visual,Urban,Integrated
Nairobi,Migori,Male,7,Three,Hearing,Urban,Regular
Nyanza,Homa Bay,Male,10,One,Hearing,Urban,Integrated
Rift Valley,Nyandarua,Female,8,Three,Visual,Rural,Integrated
Rift Valley,Kitui,Male,10,Three,Visual,Rural,Regular
Coast,Narok,Male,5,Pre-School,Hearing,Urban,Regular
Rift Valley,Samburu,Male,9,One,Physical,Urban,Integrated
Central,Garissa,Female,6,Two,Physical,Urban,Regular
Western,Homa Bay,Female,9,Two,Visual,Rural,Integrated
Eastern,Mombasa,Male,8,One,Physical,Urban,Regular
Coast,Nyamira,Male,10,Two,Visual,Urban,Integrated
Rift Valley,Machakos,Male,5,Pre-School,Physical,Urban,Integrated
Nyanza,Nyandarua,Male,7,Three,Hearing,Rural,Integrated
Rift Valley,Bungoma,Female,9,Three,Visual,Urban,Regular
North Eastern,Kajiado,Female,6,One,Visual,Rural,Regular
Central,Elgeyo Marakwet,Female,5,Pre-School,Physical,Urban,Integrated
Rift Valley,Kilifi,Female,8,Two,Visual,Urban,Integrated
Central,Meru,Male,10,One,Physical,Urban,Integrated
North Eastern,Siaya,Female,7,Two,Hearing,Urban,Special
Nairobi,Bomet,Female,5,Pre-School,Physical,Urban,Regular
Eastern,Bungoma,Female,9,Two,Hearing,Urban,Regular
Eastern,Machakos,Male,7,One,Physical,Rural,Integrated
Nyanza,Siaya,Male,6,Two,Hearing,Urban,Regular
North Eastern,Turkana,Female,5,Pre-School,Hearing,Urban,Integrated
Western,Kakamega,Female,5,Pre-School,Visual,Urban,Regular
Eastern,Meru,Female,8,Three,Physical,Urban,Integrated
Western,Siaya,Male,7,Three,Physical,Rural,Regular
Nyanza,Baringo,Male,7,Two,Autism,Urban,Integrated
Central,Nandi,Female,7,One,Visual,Urban,Regular
Coast,Laikipia,Male,10,Two,Physical,Urban,Integrated
Rift Valley,Bungoma,Male,5,Pre-School,Physical,Urban,Integrated
Nairobi,Kisumu,Female,9,One,Hearing,Rural,Regular
Central,West Pokot,Female,10,One,Hearing,Urban,Regular
Eastern,West Pokot,Male,10,Three,Visual,Urban,Special
Western,Kakamega,Male,8,Two,Physical,Rural,Integrated
Nyanza,Nandi,Male,8,Two,Hearing,Urban,Integrated
Coast,Kakamega,Female,6,One,Physical,Urban,Integrated
Western,Nandi,Female,8,Two,Physical,Urban,Integrated
Rift Valley,Kajiado,Male,7,One,Autism,Rural,Integrated
Nairobi,Kirinyaga,Female,9,Two,Hearing,Urban,Integrated
Coast,Isiolo,Male,5,Pre-School,Hearing,Urban,Regular
Nairobi,Laikipia,Male,8,Three,Hearing,Urban,Integrated
Eastern,Wajir,Female,5,Pre-School,Visual,Urban,Integrated
Eastern,Nyandarua,Male,6,One,Physical,Urban,Regular
Eastern,Kisii,Male,6,Two,Physical,Rural,Special
Eastern,Kitui,Female,5,Pre-School,Hearing,Rural,Integrated
Nairobi,Isiolo,Male,6,Three,Physical,Urban,Regular
Nyanza,West Pokot,Male,8,One,Visual,Rural,Regular
North Eastern,Kitui,Male,9,One,Visual,Rural,Regular
Nairobi,Tharaka Nithi,Female,9,Three,Hearing,Urban,Regular
Rift Valley,Trans Nzoia,Female,7,Two,Physical,Urban,Regular
Rift Valley,Busia,Male,10,One,Visual,Urban,Integrated
Coast,Nyamira,Female,5,Pre-School,Visual,Rural,Special
Coast,Nyandarua,Male,7,Two,Visual,Urban,Integrated
Western,Narok,Male,10,One,Visual,Urban,Integrated
Western,Uasin Gishu,Male,6,Two,Visual,Urban,Special
Rift Valley,Samburu,Female,10,One,Visual,Urban,Special
Eastern,Nyandarua,Female,9,Three,Autism,Urban,Integrated
Western,Samburu,Female,9,One,Physical,Urban,Regular
Nyanza,Tharaka Nithi,Female,8,One,Visual,Rural,Regular
Central,Bungoma,Female,10,One,Physical,Urban,Regular
Eastern,Kilifi,Male,7,Two,Physical,Urban,Special
Eastern,Kisii,Male,10,Three,Hearing,Urban,Integrated
Nyanza,Migori,Male,5,Pre-School,Physical,Urban,Special
North Eastern,Elgeyo Marakwet,Female,7,Three,Visual,Rural,Special
Western,Kitui,Female,5,Pre-School,Visual,Urban,Integrated
Central,Machakos,Male,9,Three,Hearing,Urban,Integrated
Nyanza,Samburu,Male,6,Two,Visual,Rural,Special
Nyanza,Nyamira,Female,8,One,Visual,Urban,Regular
Nyanza,West Pokot,Male,10,One,Hearing,Urban,Integrated
Coast,Mandera,Female,5,Pre-School,Physical,Urban,Integrated
Nairobi,Kitui,Female,9,Three,Hearing,Rural,Integrated
Coast,Kisumu,Female,10,Two,Hearing,Rural,Integrated
Western,Kakamega,Female,7,Two,Visual,Urban,Integrated
Rift Valley,Mandera,Male,8,Three,Visual,Rural,Integrated
Central,Trans Nzoia,Male,10,Three,Visual,Urban,Integrated
Coast,Trans Nzoia,Female,9,One,Physical,Urban,Regular
Nyanza,Kakamega,Male,8,One,Physical,Urban,Integrated
Nairobi,Kiambu,Male,8,One,Physical,Urban,Special
Rift Valley,Kwale,Female,6,Two,Visual,Urban,Integrated
Rift Valley,Taita Taveta,Male,5,Pre-School,Hearing,Urban,Integrated
Eastern,Kitui,Female,5,Pre-School,Visual,Urban,Special
Eastern,Kwale,Female,9,One,Hearing,Rural,Regular
Eastern,Vihiga,Female,8,One,Hearing,Urban,Integrated
Nyanza,Trans Nzoia,Female,8,Two,Visual,Urban,Regular
North Eastern,Kilifi,Male,6,Three,Hearing,Urban,Integrated
Rift Valley,Kilifi,Female,6,One,Physical,Urban,Regular
Nyanza,Kisumu,Female,9,One,Visual,Urban,Integrated
Coast,Tharaka Nithi,Male,8,Two,Physical,Urban,Special
